6a6bb6a8378aee900dbc832189483535_0_3 8,7,14,3,29,31
9172fe59c7def668b50fd9f4785a1828_0_3 3,29,21,8,2
a0cf7f69328150a5a33641ce11bb528a_0_14 20,14,22,3,16,8,31,18,11
873534247b8dfb3d771a37c99e6d1df0_0_24 30,8
3a86005157c0acf437626cde8e26b4be_0_5 3,16
9459c94d42d28724268c28332a6b36be_0_3 29,3
7c396754b7c445915bc3194cd72c2e5b_0_5 0,26,9
c9f88a6039da4b46961b4ae11d6111a1_0_0 8,20,11,22,6,27
d57c700301e7591579ef9561742b28ff_0_4 29,9,10,8
751df16c9be82c6b1122602e4bed3ae0_0_13 0,26
e70e40eba85fb12c8ee0fa10292efc57_1_2 3,16,10
6df2515b08691957ccd213a323153986_0_0 15,11,8,18,20
e02aee4b05a3f0f31cdcb95371c7e7e5_0_158 11,21,20,8,22,2,18,15,5
41572bc04bc207be69e72f8a442b9b25_0_6 8,3,29,7
97c88fa1f375c21577e55ad38f032e29_0_0 29,3,7
ea4b3d874eef986a5bec38d305f77dcc_0_3 30,18,8
a7076e91e3bdb0ad7e76ceafbecd505a_0_9 9,0,25
1a2a3edcd0cc7f93f8efda069f4bd072_0_6 11,20
75ad78ae3e143d492e43b361138e3fb4_0_137 8,29,7
34f0c1f5477e407df81cfad2e6338586_0_4 18,29,8,20,9,3
8531fcf1dbb0b78e1122e011b404eaae_0_0 29,20,11,3,8,18
77e6bfabd9c820d25d100d77972dfdc5_0_5 30,9
20fe84d3a975e2b74e2e3f3c11120128_0_6 9
af9838613a7eaf55f5bbd7b9b9b38ba9_0_5 23,18,8,15,11,21,5,9,20,2
c8343fc14037a49b37cffd2c4ad2e620_0_3 2,14,31,3,21,16
feccf02b33afe05e5a62058abf52c1f2_0_3 29,14,8,31
4c6ed93fc247cc911329bb68bb2a618a_0_10 1,9,0,26,8,30,17
c4febc84d0497ead45859309bd66ac6a_0_1 3,7,29
76ae91dbffdc684a13ee7a68e4999972_0_0 8,11,20
5353addb53f26ffd9b516270a8e8de76_0_1 29,5,33,8
72647329d76d521968f6cc3a32af293b_0_1 9
919f0dfe39348dc6e5b058f720995af7_0_0 0,25,9
5958496c2629cc33b795e87a791d5167_0_32 21,16,3,7,2
bc85c2fe1ba38c98a968e7b636e454c4_0_4 26,9,0
bd0a05ba405384e44faab41d17a16e4f_0_0 20,14,22,6,8,11,27,7,18,3,29
fa5c2c83b658d1b42b902a974e2e6321_0_0 3,29,7
1764e4fb9de8511e9104fa6d36afa456_0_10 31,29,14,8,10
74882c0a79b50349a722b34b9b0125d2_0_1 22,20,8,11
9abff888b203e57df8a939d1ba663671_0_1 31,8,14,22,11,29,20
7a7c58e07c47c1d90a5ceb6ff59d68b9_0_3 25,9
8105f35a676be9c1fd0f812efe461980_0_1 3,16,7,10
cc7adfaf81c095b4c07db9325f0a1c03_0_1 9,27,4
6a26efe30e58a989a378b96383f154b0_0_0 14,3,29,8,18,31
212857f9e33ea2e481c3cf3aebab779e_0_1 29,8
f1edb71c5dbb30d8a2665e581a2d05f5_0_17 18,8,3,29,16
ec3bcc89ecdbb6b8b8ae478f990d8b47_0_1 25,0,9,26
4c9f04ec06b9f2b498900c3fb52d26b8_0_7 18,8
1bdcd1752f3baa7c9d39e85ef487a108_0_0 20,8,11
c31423ab296b82b318cfbba1d2dc20c7_0_0 14,29,4,31,27,3
7ddd7b35e8c0514593acca38d7b45531_0_125 11,20
375bdbb547059161e84f4625b6c4f864_0_6 10,3,7,29
eb0e03ee11aef63e8a483a95b8c68011_0_93 18,11,15,20,8
6a6fcac72e5f6d7ce7e0aab5b8d76fc7_0_16 16,3
980d1dbc6248dd8bd4ac3290a0e387b6_0_48 25,21,1,26,0,2,9
43a94135f99537afd3b6a51f569f8475_0_0 21,2,18,8
9ad4000fd3b59f6a48fafe79809f9f5b_0_10 29,8,18
00996bd7b32af455bf402130af3c8f6c_0_7 16,3
48089d650d48b5c7724b2f660bd8ccd3_0_0 29,31,3,14,8
0497af53227607a17dd33d1072b76f6c_0_0 21,3,16,9,2
29a56c42ca3f752541fab126ac282ff9_0_0 20,11,31,3,8,14,29
a7c784d1c4c6ca18dba59493bace7860_0_0 8,29,11,22,20
e6f1f92bb57dcd9aa0b9af5d1070436a_0_23 9
7d40c59fcd83f60583db09dbdd56db4f_0_9 16,3
08938193a000d97688e9ddf1279c006a_0_151 3,8,18,16
4ad07ab0320637642a8c5f386ade217c_0_4 0,9,26
f53667ce3a1d314b7c6066a75892c196_0_4 8,17,9,22
280d07fc2c4d0df84c87fa85b84a45fc_0_7 25,0,9,11,26
b239d3c706a827f4f0c4c7f78ae91be8_0_2 2,11,8,3,18,21,7,16,22,20
de91d49a35edf38cc13b5d36cb5906cf_0_4 7,3,29
6f473b920b5536d348f8e7cdcf603451_0_23 8,3,29,14
762109fde4fdb97337271d789b0e8b0e_0_9 31,8,14,18,29
146448c1bf1e60d62d9be87629122702_0_0 29,2,3,21,8
d3ea332e3eec25cbfda94ed2e7c5cdef_0_0 3,29
33ab9be51d7e06f9dc8442ba1846b97f_0_0 9,25
5a99105e544c902455fb3d7de9de94f6_0_59 10,9
58337749d90e898ad21eb4887c4e491a_0_1 7,29,3,14
156c708c91ce793cd61491b9bf49fd89_0_0 11,18,9,30,8,20
9453760ed687cdca7b614457e103559e_0_7 18,26,0,8
3793ab7d82a0160a969c1f9c32457868_0_0 3,8,18,29
4c5b69d453dacd33395cb494e01b6f4c_1_12 29,3,14,31
0ac433fee4f0adec6f4415c75feb04f0_0_10 8,29
2d8b6a3d2da939b28857b3feced282fb_0_0 14,20,11
1e8742469ed13d66e89fdb9e7a324693_0_2 11,20
20ec9ec7f8783ee18b3c9da7bff12b0e_0_9 16,11,8,22,20,3
68398df306879b450185c0369db99dc1_0_11 18,8
e8bde885d366f8f520dd5c4889dbcb45_0_1 9,25
373cbfa6429833fbcf09ec487634fa95_0_20 8
c35f3b475c1e3127521779182ff0e32f_0_3 16,3
f16520e3b638a8d965666d665b67025f_1_3 8,11,20,5
81a900c815f4981f8b80fd1623782ba8_0_16 20,8,30,11
33bc74331705254f7a6a4c79f9ce7d13_0_0 18,3,23,14,5,8,31,29
7c5f9938ee6250b0acf1f86cbb0f4256_0_0 22,20,29,11,10,9,5,8,27,33,4,3
1f43c94344d7bab86c7a46bb05f77085_0_7 16,3
f8711188fba0d2edab3b113ee671711a_0_3 14,29,31,8
3b4b7678974fdda5ce13a6d831d486da_0_2 7,16,3
1d0b5a7b8dc2baef930bb519f6ba9f3c_0_30 3,16
789411341a8c39f01b656f208a65fae1_0_6 20,11,18,8
4d091f9f320267e500bad7f404b36bf1_0_40 9
9a744edf6b688c706e8343bc7cb4f586_0_14 29,31,14,8,18,7,3
2b155a7e871073275731c0ec107dbaed_0_20 0,26
f8c6071ed123ba3fef3b114c4f4a6995_0_19 0,26,9,28
3c6af4d551f103fc3289793afc900026_0_0 5,33,9
fa32cd329b3c0d22b01f8561f5232f6a_0_5 16,3
9dcb0163fca2724e19f57c13676857cb_0_1 29,8
68190b6ae3ea8a23c22e1c89f77e6a06_0_10 0,9,25
40294b395ba1c5a9018dd53fc69674d1_0_29 16,3,8
39e622cbd9ae2050607fc8d9f5104523_0_2 8,20,14,29,11,7,31
9885d159ef8ea4b133f8fb0ed9f848b5_0_20 20,22,18,8,11
e2b6293112129d0961841b3caa3cf399_0_38 9
8a2645f3dc6007c3d1929087b8db3ace_0_185 10,8
3216a1784d3a901fdf96d6c55c553217_0_0 3,5,20,33,22,9,11,18,8,16
ee4c5d5e10c6521f43adb0e5fec8334c_0_3 8,7,29
7b3224baade6ab6004f228ca2495c2cc_0_2 29,3,8
addf1ce6473b2888cd9eccd2be2ab8df_0_8 18,11,8,20
1a1a9b4b87adca26d1095cff7226be03_0_12 7,29,16,8,3
2edf529d7f63cb1314609a70b7c3f500_0_1 16,3,20,11
5008daa18a504e45c3ce30a630c67c47_0_200 30,29,18,21,8
830f57ca24f6e4797682dd36c88610a5_0_18 8,21,10,2,29
18aeddd80ec23d44b8974474c87333dd_0_30 26,25,9,0
843da02ed5b1419fbc5ceb16b57415be_0_1 29,14,3,31
cfc7f4e0808b17ef8c7169a172ed52c5_0_3 26,5,0
a8019dadf5158c6dc27f50c10f2a534c_0_0 14,8,31,18,11,29,20
edaa893c76acacabf86719f0c8f56cae_0_0 29,16,3
d8952872f0b135ac56c6ade2ef12b18b_0_0 3,29,7,14,31
081a30bd52aa6dfa3dc2dff04db21ad3_0_1 20,22,11,8,18
605e154b2103bdfabe3afa084355a6da_0_2 7,8,18,29
d194eaee15dc5a98a4e635473b917438_0_72 3,16
db0af8fd561aee1784e99cdb2e12180d_0_3 18,8
f8725df4b907cfb92c9003419b8eb090_0_0 29,20,8,11,18,15
e4313a0223292ac547cd97f26c9591a9_0_1 16,7,3
15584972757c070e62a8d0dc0c5aecdb_0_28 16,7,3,31,14
11ba51931a6ae13e9b078b0641a9ad0f_0_5 18,22,8
84e39cb76a598f11aef1fd3f1d56d9ab_0_8 19,8,18
03b62fa3f83838c66cdcce99073cdfad_0_2 29,3,7
fff9d77e3f42b1b3f1bde77a1b5e744e_0_0 9
bda090aa0bb92e932efab12d4c0197bb_0_59 9
a37ad57c88275ee442cadcf9161cc085_0_4 16,3
be11c7c2bd282415472a648cba906916_0_0 25,9,14,0
8f772c079d66b610ec754686be1e4598_0_10 22,8
26a8df9a0bddb2bbe0bc73c133436620_0_4 29,31,8,14
c801484fe014625ab19e17862fbf97bf_0_11 26,0,30,8
affeeeca28b07cbe9d00fffecf5f8488_0_1 19,27,29,8
888485ae595526e36f9a30b01c4f1b8d_0_19 9
ac7f2373c8d9c4125e65c9c714c8c727_0_86 20,8,11,22
4bedc839f4344f00cc1d798c6f70b819_0_1 3,16
377b550572706581df24b3d855273f3f_0_4 7,8,29,10
76ce9d977c4b4c786bab7e9c5d42ad91_0_70 9,0
19b4fabfb50b09b8d5228d9613a30ec1_0_4 30,25,0,9,8,26
dd617c77aa5dc31f05b13c94d2b4cade_1_1 18,16,22,20,3,8,11
496c48ea5a2cd508b56d058f626cb887_0_115 25,28,9,13
2bb46ba5f9795868f43d8c093df74746_0_1 18,0,26,30,9,8
35cb37263bc0ab3b6edf66c925bd94d3_0_4 0,9,25
893b4e87d8898d905ac8be9ca8b8e1c7_0_4 7,16,3
499b7ccd94de2cfc75ba4ed3f8e71a19_0_3 1,30,8
9a05e27dccd3774f71a221f10a8e7e5c_0_6 1,26,8
599274e8b5b36f77b3ebdacd87b824b6_0_7 20,11,9,3,8,29
9267442dc3692dec85cec104b9868047_0_10 9
04d8ca38df7023cef765ff40d33a444d_0_19 14,18,29,8,31
b991edc2fac47a679da716a45d98b10d_0_7 18,3,29,8,15
ef02ba34bb69fea5796c7b93913904f1_0_4 6,27,29,8,4
06029927b2e0d4018a6f0bb51b999184_0_3 29,3
0348a36dd0901c93081838056b111ed6_0_3 14,31,8,29,7,3
b71dce928d4607ec1678c6a355e9517c_1_2 8,16,14,3,29,31
064f95b0a26cf79e0e827c2a36ed352c_0_2 9,25,28
538e9421d5dc8d463c3ec63603f91b3b_0_2 31,3,29,8,14
72c80b7e1555217e47515f19552333b3_0_21 22,11,20,8
84b75c78ab53b8a56730a178cde8c9f0_0_0 31,29,14,3,7
5168c51da3626c89bdfc12293a243eab_0_19 21,2,8,29,18,10
b391ca06b23cfa79f3a5a261c23d3d8e_0_63 20,11
cae37a2be70a7db9b3b61a60e89c18f8_1_2 20,8,11
f6181278573e9413144bc7c366a44536_0_99 30,20,8,11,18
632b6dd2ef669aad2114449db5e4585f_0_65 8,18
69f144831ba817680459eb1ab8cf43f9_1_1 3,11,20,16
89d8e3af6e9c1aa524bf94db81356db0_0_5 8,3,21,31,18,14,16,2
5e9b15b280b5a1b7a7241eae65de94c2_0_29 18,22,11,8,9,20
851c66f4391ef22870d9a5625c16e69a_0_2 8,20,11
2c889f875096f23a7d575c877bd8f5b1_0_1 11,20,29,8,22
af9d5deec9fbb4b3e4daeb8a167c0ca0_0_0 21,2,8,30,18
51a8befa1561745ad3f0a4bb497dc3d3_0_2 13,28,9,8,1,26
2cf1a3f475ef867f5735c8c741ab729c_0_67 29,3
3bf92dc4b1b1125d36f7331a54f8d56c_0_48 3,16,11,8,20,22
aa34a5cb45292dc0e8070413d3d31c10_0_167 3,16
b670223af552e475df665a4ce131d66c_0_17 14,29,7,31,8
54a5493aebee7a5146c2be9f0dc9a3ca_0_1 25,9
63878acbb448a95ef385605ace001c40_0_19 18,8
fe91e8d8f24a1512076a45acc573f996_0_7 25,9
a41f3f15722ec0ef1f93dc17ed27c2fa_0_3 8,11,20,22
fad312a3b791c802d6a5cae11c8ee413_2_0 8,29
2913e3d3236bc7534e564b8e67cc5ff5_0_6 14,31,29,8
6816830b8a41d6db0fbe0f10fce5d8da_0_25 30,8
4c6e5e3d0a2d2cb3d4c080114b907ffb_0_3 25,9
8b4f9445278d24dab6bb2403b45f532f_0_15 26,0,9,25,11
98015b17751691cdb461d4f4af682bf9_0_1 20,11,15
20b335ce4a1977555b486dcfaaff30a2_1_0 0,26,9,28
c96bb2f9ac4433b0222e90a95d6daac9_0_5 25,0,9
4c3b685d96afa5e3748b03e24fa2186f_0_4 8,16,18,3
542dd6f32b225f84fea27ba90e0c5865_0_75 8,18,9
028eb78393b0d5383a768307e89c7657_0_30 28,26,0,9
d69cd9102645728eff5af7b4473e2e6a_0_1 0,9,26
4e07ce2f95cdef3255355c2bd1242608_0_9 11,14,16,18,20,3,8,31
3611d53e7549cbd40012fc11bf1fb042_0_5 14,18,29,8,31
f9b132cad6403a072fce154492f2cde7_0_64 11,20,22,8,3,31,29,14
8cc1b66ccc657e0d7cf1465486de321c_0_0 14,3,29,31,7
22cd0d130c5946421f644601af702a61_0_96 11,8,20
030caf28b3a0a346ade47ac286a06540_0_0 8,29
f5c9f69e725e309e103a828288035133_0_147 18,8,22
2f1f2398723af9679f06537e45ab2787_0_0 20,8,29,11
308e1d04a2fc02cb7240d82c453b753a_0_0 20,18,11,8
899618a0708691837e8b653ea43bb88d_0_3 18,8
e0bc77cf8d1db3c2bfab608e0d4e2dc6_0_15 16,3
f1d9117e48d4718957a5e08a614a5c8c_2_8 26,0,9
4155948a830ba996f8b026f1de4c4028_0_90 25,9
d3542ecdc4c0464807d96825d104be6c_0_40 7,16,3,8
4c248361286612847ec4fdc656df9a8a_0_9 8,3,16,20,18,11
28d7d67a534d8d246d036e1553228194_0_6 9,0
c52eb7821f507ba191f1d6b279c63ffd_0_11 30,18,8
d6b393b2bb52b0dea227146b4902cac5_0_99 11,18,20,22,8
5a014cb1432594ab8a0f5a244ab3a5ec_0_0 7,29,18,8,3
73878faa4c5649d1ba94ed78e094f2ab_0_8 8,31,29,14
659323c3b44ba9220a12bf486a2312be_0_0 8,22,18,20,11
bafdc8025cc79e415daa9438ebd8d236_0_3 14,18,29,10,8,31
ad9d5fae450ea4f64ec9676b2660efba_0_3 31,14,29,3
0e9adce2c2352d1817cec9664c686310_0_1 22,9,10,23,2,21
39632b8ccf440a9e02d2f412a3f0fed8_0_0 9,3,30,7,29
08ae64cd67136021ab3730a1750eaac7_0_9 18,8,7,14
fed3e51b3e67df968039a8924085bf16_0_5 29,3,7
407cdb86d86ad487b398e2a7d5e631f4_0_17 5,3,7,8,21,29,33,2
48f2866930877d2c527be257a740c61a_0_9 8,18
9038fb31bfec0b4c6c4d2bbd87dbb300_0_9 8,18,3,29,16
fa1edde07840399e79513b3068133fb4_0_18 1,26,18,8
b43da81e655e78abd8ad38c0b7b99321_0_16 20,22,11,8
99d5c86e4afc34fb40d09f119bbd763a_0_0 14,8,31,15,29
695736df1a37eba70f9c661c26c6a1e6_0_105 14,29,31,3,8
6f6d6bd95743e1b88851146bfc88d2c1_0_0 5,9,18,8
184afe840007c7be9acadc0b677f4248_0_0 3,7,29,8
1931594fde640989b48132c6de4f956c_0_17 29,3
79e788bd702a413424860940bd4d747c_0_51 0,26
b384f6d5b496d7d242e734bea1962c1d_0_4 8,29
96b9047c30d4c9b065d58eea0339ddc2_0_5 16,3
3b63b9e4ebb9da9a19b099b52d91ad70_1_0 16,3
93f018ca4ccf6feb45f846f9b706222b_0_17 8,30,18
cfa66eb44adf8028c074a8867082169b_0_6 30,7,18,25,3,9,8,29
dd384a7c5f493e4c2eb7568f464112d3_0_0 29,7,3
5dde5e1771e6d189b3b16ba745fd7590_1_0 16,3
0e416df591b2f5fcc2fe163cf52028db_0_3 31,8,14,3,29
48eca7d3660557ce0176b480bd2fc04c_0_2 9,0,26
4155948a830ba996f8b026f1de4c4028_0_106 1,2,18,30,26,21,8
31b1b178abb82dbc79579e9cbdded265_1_0 29,8
391c7c174c42aa403a65e775694ce6a3_0_3 8,29,7
02164f84a9e7321f3071b2214df8c738_0_33 3,16
dc2b355d237bc59af1c5cf20a060ff0f_0_0 8,18,15,9
4f56a49fb24037603b897604e1706848_0_2 9
2266672d23712a530713de8f000d7464_0_3 7
0f16ef6f58bafb68cdde30b3fad7ad84_0_0 18,8,3,16
d6f18e0eeca98dbefeb94a4735d47538_1_0 16,21,7,2,8,18,5,3
741f57da6a0459c2ea0d563a10266faa_0_25 29,8,3,18
05b577cab499eadcf66019d83a01b0ee_1_0 8,7,14,16
63c5c66992a8773e950e265023f09aa4_0_0 16,22,8,3,18
5270212846f7691f8bca55c2a8d31855_0_98 8,0,25,26,9
1c2ef93a3045f7e6ab552e675613befc_0_3 18,8,25,26,9,0,30
f38bca3f4663629b438414c860da2488_0_1 29,7,8
3ea859eb4d0ec3c79e6ea4556c2dcda3_0_10 7,29,3
0a8f54bec692abf4ea397f8f56792e6b_0_0 3,29
a2553d218298f4a52574622ce72bc682_0_3 8,11,20,18,22
60fc08b3b3a6f3b052e67662f481e421_0_3 8
d4978163934ef0119720db3b95c1224a_0_3 9,0,11,25
a994fd3f02625c9a1d260c59c90de229_0_7 8,2,18,29,21
cb2364aa09c8df81b377f14e9ff6fff2_0_19 29,14,3,31,7
c3b7a8cbcb6cf6e1333e9bbd9d3f3178_0_245 9,8,30,0,26,1
37e65726253842e7e1a0d39650d7a482_0_5 7,29,3
b5461d10a4bb381b44a8c947c64977b4_0_7 3,31,16,29,14
58ca24a8a2f908df0a3f41f8eedc78f2_0_3 3,18,8,29
445e6891388cbbde035267b355f297df_0_1 29,3,31,14
e771d95b5406efd99d70bc48fe333d7a_0_1 3,29,7,18,8
7aa34d9a5a3df90200984589dc029af1_0_36 9
a5ac1a28f27a5840485dd2a82c060a35_0_3 29,8
4a9d5b976eef87c6e5df7e6974274da0_0_13 8,6,27,18
2e115e582957b8d1b987cb1620e9fb86_0_4 3,14,29
0367d7ec7bb18a2ac6d1794088209742_0_0 31,3,14,29
465930ddf765e71edb0ea58ce8441b8d_0_60 20,3,8,29
7f1fa3999a89ed84c387c00f1832aaf5_0_13 8,11,20,22
631384ddadfbab20c0c2a090c0f04fe2_0_6 26,9,0
dda36930c1231b4c65a582085ee15f10_0_20 11,20,8,22
a468938a256e598aca9d3e790ba057f7_0_11 31,29,3,14
364efae06ce3c0535a324a1220b40aea_0_8 7,18,3,8,29
7eddf2752840fd261dbcf5dd717162ee_0_4 28,25,29,0,26,9,13,8,23,14,31
4a54bfe635432c655d23af83f80f4b5b_0_0 29,3
e7453f6ea5e0e0ab0271a6f0a451cd8d_0_3 0,26
39d913421eda64a90962dc29455e2b40_0_7 25,9,0
8fffec42edc2ed5159ec63d31ca6bde2_0_3 8,9
1d11e4ca95eaa807a39c2ff25e14b994_0_88 29,20,8,22,18,11
5b227d5ba25219cb8f2505988f2f49f1_0_3 29,18,20,11,22,8
3038426e124d07b1ec7648b2c6d415a4_0_40 25,26,0
ee891b546abbca54628bab647d0a3128_0_3 8
8d3729e1ceafa4686ff0e6d97f089679_0_2 31,8,20,14,15,11,22
bd1966e2c24da2c2c36cd9aa98433e0d_0_10 29,3,8
bb3b83704ce09ae50b6748d5e3dd06ec_1_5 8
41598d59f726b418957891eee52d0407_0_2 26,8,30,1
0559585f29f4a1d5edb8872196fba740_0_10 29,12,8,7
35a881e70775921294ce8eb5096fcb36_0_1 18,5,8,16,3
0e7e6a20dd3316e75cdfd24fe29e8bbb_0_2 9,28,0,26
65c090e0a51a159d071ce91bd632bb85_0_0 21,18,2,29,8,3
530b5c7b6d1f0effdc7d5c28762cf35d_2_9 14,8,29,31
5637016f280c8ab792add3cca28104a8_0_8 9,25,0
1ca74fef48dc41d33f7d1e1d12aa3059_0_3 3,16
cdea5a3986ae052d44926389ba311470_0_1 3,11,20,16,8
dd068348f07c57eb5a35644537f9e026_0_39 9
ef6f58ca819d3db21ac551f8096b195e_0_8 8,9,29
3cc26e7c342d55dc53cea93dc052f86c_0_7 30,8,21,25,2,9
a72e1b81bda58580f9399e9f94c3ee2c_0_1 8,18
29ca6daa9014c904bcb9897259aa1d55_0_4 1,10,8,0,30,26
810d7f07b33d8004d9a04bace10e32ca_0_0 29,3,27,4
834c02e2f836a94154290b237b140a44_0_7 20,11
6ed211faf5a454a42016f03e222568f0_0_0 9
37d896b888aa4dc78acda025ef4f3701_0_9 9,25
ea739f905a8490d7c137250c85a95e54_0_0 8,22,18,11,29,3,20,7
eb9f29eb9c13b2c6a61fc868a7b07e58_0_0 8,29,14,18,31,26,30,1
a92432701741f4ca4bf99237b26f6255_0_13 8,30,1
fb3e715cb6dd1c0c0a13f2e489fc1d6d_1_0 8,11,20
e090f58bda5a3bda2dd941426034ab1c_0_16 3,16
a0dc9391bc4800bba5c1096372bd33a2_0_0 29,3,14,31
c347b196192bc832015278c21dde2fa4_0_28 20,8,11,22
62e0bcb963a622a275dc175db4b08635_0_13 29,20,2,8,24,11,6,3,21
9e7bf90155c8170ad1f011bfe6bab943_0_1 9,0,30
6fe48f08c2be1c6996b55384d9892164_1_3 18,22,8,11,20,15
1afe5097a4609b80596964784cd37f72_0_25 3,31,7,16,14
f3febd099a196599e5f5554dd9c97933_0_12 7,8,3,29
fc1c7419637aab36d3c71f7162cb63b3_0_0 11,20,9
a5245d415dbfb2ac2b623eff206e69ed_0_3 3,16,7
74e524651e16be9427c0be2de00074bc_0_0 29,31,8,18,14
b43da81e655e78abd8ad38c0b7b99321_0_15 2,3,16,29,8,18,14,21,31
5639b1b8791fe1b74f7dff18d52a0ff2_0_29 28,9
524df27c680d021dd9c6fb5df997ce43_0_0 29,9,8,33,21,2,5
ce6236d7ab83586970784009556f06d1_0_6 3,6,16,8,22,27,9
4a1ec6547016d98652eda4be63b79727_0_0 8,2,14,18,31,9,21,29
062717951637810388c52c9790152786_0_0 5,18,8,9,22
0dd07613bef85eaf22bb7524d2074106_0_5 29,18,8,9
f515ae4688a766365eee32863229958a_0_33 9,13,28
4150e57d3d199338e4a742e202ddffbe_0_1 7,8,29
58d1996674c73e652768e3d834ff7b10_0_6 20,11,16,3
15668c84cabb713e308a3bb85a9876a7_0_4 9,26,0,25
631384ddadfbab20c0c2a090c0f04fe2_0_1 8,11,20,22
e21b7cf22e82e2637607af50073757f6_0_16 11,22,20,8
1a50ed44150c51b59f9d085a46344bb8_0_5 28,9
14c614f1c90e3d69f50f1ac34df8cebb_0_0 16,20,18,11,22,3,9,8
6ad99d9fddf26e60ed2c183a0a7ba5ef_0_4 0,26,30,25,9,1,8
c3831547561dab08567f98dfa8fa8d3a_0_6 16,3
443e514de7ef0ab937503230fbd2e6e1_0_3 28,25,9
77644efe24619349f4ee2bd0d33553a0_0_6 29,3
70586e71efdf2ea7994d9bebde932d3b_0_5 29,8,14,31
22b496b94327157074f0ab99b764252b_0_106 8,29,14,31
8b5f49cfadd512ec4188ff28758a799d_0_4 29,18,8,7
ba6b15d3a07a8ad0972b88b3fa4d32dc_0_0 16,8
210af767dee002e3fdbe694f857bd17f_0_12 11,15,8,3,22,29,18,20
4fdd73be3a6dcb4004b6449a7c2bdf11_0_0 18,8,14,31
c3aa9ba3789e057f2de4954c099b8796_0_3 3,29,21,18,2,8
53b921684b3cc090cfad13508e5a270c_0_12 22,18,20,11,8
8547055ad57009cf8b8e1d174bd2d743_0_7 3,19,2,29,21,8,18,6
86a46b9dd1742617974d5ec972d508a2_0_3 26,8,7,29,1,2,30,3,21
f14daddfdf91b2ef0283a559f5a846a8_0_6 20,11
0a2550481676f075e5125afd6e4ad02c_0_51 0,25,9,26
85a369176edfb3beea5b0a928633548a_0_1 3,5,16
979b576c569d780735dee5e45567def8_0_0 20,18,11,31,14,22,3,8,16
0ecef8d5878b7e6a4e535caa9a287e99_0_23 29,14,8,31
42abfc43812c6a6fc32746a75b6ac126_0_17 18,1,30,8,2,26
df478c4a280cf0dbf65cb0bc8dec1c03_0_6 26,9,0
75d79c6a5cd557f3c1f8d2713ea3dac0_1_3 6,3,24,8,10,21,18,29,2
42b8a8e9930817e76a445cdde95b0183_0_0 27,6,9
b0573c0e2c24967953012ca5b967ca8f_0_8 9
2d5e430f004aefd0e62f03c192416fa9_0_61 26,1
116843adf3fee7b0659be79266ac77cf_0_1 11,20,9
7d040941ac6bb669dbe453db05c89377_0_4 31,3,7,10,16,14
2f30adc1e03c00bffa468efa377244b7_0_44 16,7,3
be52c70b92659c5f5d427c8f87cbcfa5_0_0 22,8,18,29,3
a8c57aea0e63910913ba79415f189133_0_5 9,28,13
1424176fdfd748729f888cc374b2124a_0_17 26,0,25,9
c07c8a61ae1d70d826e938c60ec7fb2a_0_43 9,0,26
5409c2d7c9915f83f22bfcd7fa6db703_0_30 9,29,8
aaa535ef80b7d34f57f5d3274eec0daf_0_0 29,5,22,14,31,8,18,3,20,11
65e89772f1e609457c08553715d5bea6_0_44 8,18,6
d62fb5e13404f96c01552af27b1270a1_0_0 3,29
73d4e8ec254ca827ce37156adaa3beee_0_14 3,14,18,29,31,8
f230ef1ac8123c4695cf35586c2963a1_0_7 31,14,16,3
1bc61824d779485346a0cae329ee8902_0_0 3,8,29
a5133c920f27afa4f955b1ef8730d702_0_1 16,3
9c71863ec9c5a5af08a145bff3beb0f2_0_65 14,2,3,29,8,31,6,21
ff84b3046fc03b419b35bfd998f33176_0_0 29,3
39df80360296ef0a3fe064bd8444281d_0_0 8,29
40028694bd0587976c21943100597856_0_0 3,21,8,27,18,2,29,6
7df771ba0a891101d2750a571ab07f79_0_4 0,26,9
d7b83136b7d166c84a69daf32542014d_0_6 0,9
917c047bb1dbd6f6c0561c63135164db_0_116 20,11,8
64f8b8b4f9c69830d31d1aefa435083c_0_1 7,29,3,8
404e12259dfebc7ecb31bab22d0816d6_1_8 7,29,16,10,8,3,9
f2c0d3ce66949ed43e4faaf87cb6bef0_0_10 9,8,29,18
8ca2cc61028bbf6ccc703f233943b4eb_0_0 29,31,20,14,11,3,8
7bed589233a2a4a88bf6300dae02942a_0_16 25,9
fc5e9f14d5ea54ad24555088b733fc20_0_41 8,18,20,11
b9a36fe90ffbe072429eafe45e13a0b3_0_8 3,29,7,8
b6b23831296405df3625b13b8d5c855d_0_9 29,31,7,3,14
8bbf2b316c85b97002cb69e73a1d5c1a_1_7 21,29,8,2,30,18
d1919aa7621cb36fc857d7d9825650e1_0_1 29,8,3
a277773ab5a3d3628ebfef2cca404c37_0_0 11,20,22,15,8
c4a90cdbbb972e2b50695a510f41ef1d_0_3 22,12,8,18
dd24ac3b76250f15b19b40e4172e6715_1_4 16,3
81cb2bfdff78ce0bfe6a24d24d3eff7d_0_13 4,10,20,32,1,18,26,27,8,14,30,5,22,11
f04e0ce2aca2d0e7713bfba383595b0a_1_6 29,14,8,31
41461b1a844eb952273501154f2417ca_0_0 9,25,0,26
80d08aad4233161d39bd974f0c29db79_0_0 31,14,3,29
fb3ccd81ddc4f4b03a913e2901ed47b2_0_0 18,11,3,14,22,29,16,20,8,31
3dec1289e2764a10094f4660ffb0977e_0_1 29,3,30
